id_cliente,duration,campaign,pdays,previous,poutcome,y
243,18,1,999,0,nonexistent,no
244,730,2,999,0,nonexistent,no
245,40,1,999,0,nonexistent,no
246,181,2,999,0,nonexistent,no
247,79,1,999,0,nonexistent,no
248,142,2,999,0,nonexistent,no
249,389,1,999,0,nonexistent,no
250,702,1,999,0,nonexistent,no
251,151,1,999,0,nonexistent,no
252,211,1,999,0,nonexistent,no
253,117,1,999,0,nonexistent,no
254,232,3,999,0,nonexistent,no
255,408,2,999,0,nonexistent,no
256,370,3,999,0,nonexistent,no
257,179,2,999,0,nonexistent,no
258,46,1,999,0,nonexistent,no
259,200,1,999,0,nonexistent,no
260,50,1,999,0,nonexistent,no
261,181,1,999,0,nonexistent,no
262,119,1,999,0,nonexistent,no
263,361,1,999,0,nonexistent,no
264,73,3,999,0,nonexistent,no
265,67,2,999,0,nonexistent,no
266,350,1,999,0,nonexistent,no
267,150,2,999,0,nonexistent,no
268,332,2,999,0,nonexistent,no
269,611,2,999,0,nonexistent,no
270,58,3,999,0,nonexistent,no
271,151,1,999,0,nonexistent,no
272,89,2,999,0,nonexistent,no
273,152,1,999,0,nonexistent,no
274,611,2,999,0,nonexistent,no
275,110,2,999,0,nonexistent,no
276,463,1,999,0,nonexistent,no
277,962,1,999,0,nonexistent,no
278,102,2,999,0,nonexistent,no
279,10,4,999,0,nonexistent,no
280,118,3,999,0,nonexistent,no
281,92,2,999,0,nonexistent,no
282,143,3,999,0,nonexistent,no
283,189,3,999,0,nonexistent,no
284,75,2,999,0,nonexistent,no
285,189,2,999,0,nonexistent,no
286,55,2,999,0,nonexistent,no
287,935,3,999,0,nonexistent,yes
288,56,2,999,0,nonexistent,no
289,5,2,999,0,nonexistent,no
290,225,2,999,0,nonexistent,no
291,125,2,999,0,nonexistent,no
292,286,2,999,0,nonexistent,no
293,206,2,999,0,nonexistent,no
294,164,2,999,0,nonexistent,no
295,98,2,999,0,nonexistent,no
296,446,2,999,0,nonexistent,no
297,742,2,999,0,nonexistent,no
298,120,2,999,0,nonexistent,no
299,122,3,999,0,nonexistent,no
300,362,4,999,0,nonexistent,no
301,357,2,999,0,nonexistent,no
302,200,2,999,0,nonexistent,no
303,107,2,999,0,nonexistent,no
304,267,2,999,0,nonexistent,no
305,248,2,999,0,nonexistent,no
306,215,2,999,0,nonexistent,no
307,209,2,999,0,nonexistent,no
308,205,2,999,0,nonexistent,no
309,261,3,999,0,nonexistent,no
310,83,2,999,0,nonexistent,no
311,106,3,999,0,nonexistent,no
312,106,2,999,0,nonexistent,no
313,108,2,999,0,nonexistent,no
314,214,2,999,0,nonexistent,no
315,358,2,999,0,nonexistent,no
316,453,2,999,0,nonexistent,no
317,364,2,999,0,nonexistent,no
318,136,2,999,0,nonexistent,no
319,173,2,999,0,nonexistent,no
320,241,2,999,0,nonexistent,no
321,224,3,999,0,nonexistent,no
322,148,2,999,0,nonexistent,no
323,230,2,999,0,nonexistent,no
324,199,3,999,0,nonexistent,no
325,196,2,999,0,nonexistent,no
326,111,4,999,0,nonexistent,no
327,231,3,999,0,nonexistent,no
328,316,3,999,0,nonexistent,no
329,240,2,999,0,nonexistent,no
330,669,3,999,0,nonexistent,no
331,425,2,999,0,nonexistent,no
332,121,2,999,0,nonexistent,no
333,174,5,999,0,nonexistent,no
334,88,5,999,0,nonexistent,no
335,313,3,999,0,nonexistent,no
336,135,4,999,0,nonexistent,no
337,152,2,999,0,nonexistent,no
338,402,3,999,0,nonexistent,no
339,221,2,999,0,nonexistent,no
340,213,2,999,0,nonexistent,no
341,144,3,999,0,nonexistent,no
342,158,3,999,0,nonexistent,no
343,220,3,999,0,nonexistent,no
344,325,2,999,0,nonexistent,no
345,254,2,999,0,nonexistent,no
346,503,2,999,0,nonexistent,no
347,680,2,999,0,nonexistent,no
348,421,4,999,0,nonexistent,no
349,130,3,999,0,nonexistent,no
350,164,2,999,0,nonexistent,no
351,174,3,999,0,nonexistent,no
352,113,2,999,0,nonexistent,no
353,195,2,999,0,nonexistent,no
354,347,3,999,0,nonexistent,no
355,208,2,999,0,nonexistent,no
356,404,4,999,0,nonexistent,no
357,396,2,999,0,nonexistent,no
358,98,2,999,0,nonexistent,no
359,229,3,999,0,nonexistent,no
360,350,2,999,0,nonexistent,no
361,88,3,999,0,nonexistent,no
362,379,2,999,0,nonexistent,no
363,168,3,999,0,nonexistent,no
364,190,3,999,0,nonexistent,no
365,158,1,999,0,nonexistent,no
366,210,1,999,0,nonexistent,no
367,102,1,999,0,nonexistent,no
368,306,1,999,0,nonexistent,no
369,64,1,999,0,nonexistent,no
370,218,1,999,0,nonexistent,no
371,77,1,999,0,nonexistent,no
372,54,1,999,0,nonexistent,no
373,344,1,999,0,nonexistent,no
374,195,1,999,0,nonexistent,no
375,202,1,999,0,nonexistent,no
376,286,1,999,0,nonexistent,no
377,278,1,999,0,nonexistent,no
378,189,1,999,0,nonexistent,no
379,83,1,999,0,nonexistent,no
380,18,1,999,0,nonexistent,no
381,184,2,999,0,nonexistent,no
382,235,1,999,0,nonexistent,no
383,290,1,999,0,nonexistent,no
384,133,1,999,0,nonexistent,no
385,318,1,999,0,nonexistent,no
386,437,1,999,0,nonexistent,no
387,402,1,999,0,nonexistent,no
388,501,4,999,0,nonexistent,no
389,1201,1,999,0,nonexistent,yes
390,1030,1,999,0,nonexistent,yes
391,253,1,999,0,nonexistent,no
392,149,1,999,0,nonexistent,no
393,144,1,999,0,nonexistent,no
394,69,1,999,0,nonexistent,no
395,243,1,999,0,nonexistent,no
396,769,2,999,0,nonexistent,no
397,135,3,999,0,nonexistent,no
398,231,1,999,0,nonexistent,no
399,442,2,999,0,nonexistent,no
400,199,1,999,0,nonexistent,no
401,455,1,999,0,nonexistent,no
402,152,1,999,0,nonexistent,no
403,124,1,999,0,nonexistent,no
404,424,1,999,0,nonexistent,no
405,43,1,999,0,nonexistent,no
406,154,1,999,0,nonexistent,no
407,393,1,999,0,nonexistent,no
408,203,2,999,0,nonexistent,no
409,140,2,999,0,nonexistent,no
410,326,1,999,0,nonexistent,no
411,483,1,999,0,nonexistent,no
412,259,1,999,0,nonexistent,no
413,227,1,999,0,nonexistent,no
414,673,1,999,0,nonexistent,no
415,576,1,999,0,nonexistent,no
416,180,2,999,0,nonexistent,no
417,90,1,999,0,nonexistent,no
418,505,1,999,0,nonexistent,no
419,245,1,999,0,nonexistent,no
420,186,1,999,0,nonexistent,no
421,208,1,999,0,nonexistent,no
422,623,1,999,0,nonexistent,no
423,180,1,999,0,nonexistent,no
424,496,3,999,0,nonexistent,no
425,118,1,999,0,nonexistent,no
426,102,2,999,0,nonexistent,no
427,342,1,999,0,nonexistent,no
428,225,1,999,0,nonexistent,no
429,185,3,999,0,nonexistent,no
430,276,1,999,0,nonexistent,no
431,87,1,999,0,nonexistent,no
432,744,1,999,0,nonexistent,no
433,262,1,999,0,nonexistent,no
434,271,1,999,0,nonexistent,no
435,141,1,999,0,nonexistent,no
436,198,2,999,0,nonexistent,no
437,150,1,999,0,nonexistent,no
438,241,1,999,0,nonexistent,no
439,196,1,999,0,nonexistent,no
440,149,1,999,0,nonexistent,no
441,264,1,999,0,nonexistent,no
442,246,1,999,0,nonexistent,no
443,309,2,999,0,nonexistent,no
444,140,1,999,0,nonexistent,no
445,175,1,999,0,nonexistent,no
446,136,1,999,0,nonexistent,no
447,1623,1,999,0,nonexistent,yes
448,50,1,999,0,nonexistent,no
449,101,1,999,0,nonexistent,no
450,144,1,999,0,nonexistent,no
451,238,1,999,0,nonexistent,no
452,354,1,999,0,nonexistent,no
453,451,2,999,0,nonexistent,no
454,159,1,999,0,nonexistent,no
455,170,1,999,0,nonexistent,no
456,243,1,999,0,nonexistent,no
457,141,2,999,0,nonexistent,no
458,112,1,999,0,nonexistent,no
459,262,2,999,0,nonexistent,no
460,53,1,999,0,nonexistent,no
461,134,1,999,0,nonexistent,no
462,204,4,999,0,nonexistent,no
463,678,1,999,0,nonexistent,no
464,182,1,999,0,nonexistent,no
465,162,1,999,0,nonexistent,no
466,177,1,999,0,nonexistent,no
467,27,1,999,0,nonexistent,no
468,699,3,999,0,nonexistent,no
469,358,1,999,0,nonexistent,no
470,1677,1,999,0,nonexistent,yes
471,529,1,999,0,nonexistent,no
472,310,1,999,0,nonexistent,no
473,47,1,999,0,nonexistent,no
474,379,1,999,0,nonexistent,no
475,30,2,999,0,nonexistent,no
476,472,1,999,0,nonexistent,no
477,113,1,999,0,nonexistent,no
478,114,1,999,0,nonexistent,no
479,116,1,999,0,nonexistent,no
480,448,1,999,0,nonexistent,no
481,264,1,999,0,nonexistent,no
482,169,1,999,0,nonexistent,no
483,145,1,999,0,nonexistent,no
484,288,1,999,0,nonexistent,no
485,381,1,999,0,nonexistent,no
486,176,2,999,0,nonexistent,no
487,215,1,999,0,nonexistent,no
488,278,1,999,0,nonexistent,no
489,188,2,999,0,nonexistent,no
490,174,2,999,0,nonexistent,no
491,226,2,999,0,nonexistent,no
492,111,2,999,0,nonexistent,no
493,157,2,999,0,nonexistent,no
494,46,1,999,0,nonexistent,no
495,49,1,999,0,nonexistent,no
496,374,1,999,0,nonexistent,no
497,349,1,999,0,nonexistent,no
498,325,1,999,0,nonexistent,no
499,233,2,999,0,nonexistent,no
500,531,1,999,0,nonexistent,no
501,153,1,999,0,nonexistent,no
502,80,1,999,0,nonexistent,no
503,198,1,999,0,nonexistent,no
504,568,1,999,0,nonexistent,no
505,918,1,999,0,nonexistent,yes
506,82,1,999,0,nonexistent,no
507,198,3,999,0,nonexistent,no
508,211,1,999,0,nonexistent,no
509,120,1,999,0,nonexistent,no
510,269,1,999,0,nonexistent,no
511,128,1,999,0,nonexistent,no
512,166,2,999,0,nonexistent,no
513,211,1,999,0,nonexistent,no
514,369,1,999,0,nonexistent,no
515,91,1,999,0,nonexistent,no
516,267,2,999,0,nonexistent,no
517,198,1,999,0,nonexistent,no
518,371,2,999,0,nonexistent,no
519,288,2,999,0,nonexistent,no
520,221,1,999,0,nonexistent,no
521,427,1,999,0,nonexistent,no
522,310,1,999,0,nonexistent,no
523,158,1,999,0,nonexistent,no
524,198,1,999,0,nonexistent,no
525,145,1,999,0,nonexistent,no
526,247,1,999,0,nonexistent,no
527,102,1,999,0,nonexistent,no
528,179,2,999,0,nonexistent,no
529,73,1,999,0,nonexistent,no
530,263,2,999,0,nonexistent,no
531,342,2,999,0,nonexistent,no
532,41,1,999,0,nonexistent,no
533,13,1,999,0,nonexistent,no
534,79,2,999,0,nonexistent,no
535,358,1,999,0,nonexistent,no
536,162,1,999,0,nonexistent,no
537,150,1,999,0,nonexistent,no
538,26,1,999,0,nonexistent,no
539,250,1,999,0,nonexistent,no
540,792,1,999,0,nonexistent,no
541,146,1,999,0,nonexistent,no
542,440,1,999,0,nonexistent,no
543,289,1,999,0,nonexistent,no
544,242,2,999,0,nonexistent,no
545,123,1,999,0,nonexistent,no
546,161,2,999,0,nonexistent,no
547,268,2,999,0,nonexistent,no
548,259,2,999,0,nonexistent,no
549,26,1,999,0,nonexistent,no
550,153,1,999,0,nonexistent,no
551,424,2,999,0,nonexistent,no
552,375,1,999,0,nonexistent,no
553,179,2,999,0,nonexistent,no
554,383,1,999,0,nonexistent,no
555,440,1,999,0,nonexistent,no
556,195,1,999,0,nonexistent,no
557,1297,3,999,0,nonexistent,yes
558,217,1,999,0,nonexistent,no
559,87,1,999,0,nonexistent,no
560,427,1,999,0,nonexistent,no
561,189,1,999,0,nonexistent,no
562,502,1,999,0,nonexistent,no
563,260,1,999,0,nonexistent,no
564,209,1,999,0,nonexistent,no
565,179,1,999,0,nonexistent,no
566,179,1,999,0,nonexistent,no
567,69,1,999,0,nonexistent,no
568,105,2,999,0,nonexistent,no
569,266,3,999,0,nonexistent,no
570,87,2,999,0,nonexistent,no
571,524,2,999,0,nonexistent,no
572,155,2,999,0,nonexistent,no
573,162,2,999,0,nonexistent,no
574,316,4,999,0,nonexistent,no
575,352,2,999,0,nonexistent,no
576,695,3,999,0,nonexistent,no
577,76,4,999,0,nonexistent,no
578,535,2,999,0,nonexistent,no
579,310,2,999,0,nonexistent,no
580,390,3,999,0,nonexistent,no
581,369,1,999,0,nonexistent,no
582,112,2,999,0,nonexistent,no
583,79,1,999,0,nonexistent,no
584,140,2,999,0,nonexistent,no
585,315,1,999,0,nonexistent,no
586,262,2,999,0,nonexistent,no
587,174,2,999,0,nonexistent,no
588,424,2,999,0,nonexistent,no
589,135,1,999,0,nonexistent,no
590,36,5,999,0,nonexistent,no
591,1906,3,999,0,nonexistent,no
592,219,2,999,0,nonexistent,no
593,135,1,999,0,nonexistent,no
594,147,2,999,0,nonexistent,no
595,407,2,999,0,nonexistent,no
596,402,4,999,0,nonexistent,no
597,209,1,999,0,nonexistent,no
598,92,2,999,0,nonexistent,no
599,208,1,999,0,nonexistent,no
600,193,1,999,0,nonexistent,no
601,65,1,999,0,nonexistent,no
602,284,2,999,0,nonexistent,no
603,285,1,999,0,nonexistent,no
604,231,1,999,0,nonexistent,no
605,278,1,999,0,nonexistent,no
606,389,1,999,0,nonexistent,no
607,158,1,999,0,nonexistent,no
608,78,2,999,0,nonexistent,no
609,258,5,999,0,nonexistent,no
610,87,1,999,0,nonexistent,no
611,147,2,999,0,nonexistent,no
612,635,1,999,0,nonexistent,no
613,289,1,999,0,nonexistent,no
614,170,3,999,0,nonexistent,no
615,802,1,999,0,nonexistent,no
616,381,2,999,0,nonexistent,no
617,218,4,999,0,nonexistent,no
618,57,2,999,0,nonexistent,no
619,304,2,999,0,nonexistent,no
620,241,3,999,0,nonexistent,no
621,230,1,999,0,nonexistent,no
622,79,4,999,0,nonexistent,no
623,262,3,999,0,nonexistent,no
624,392,2,999,0,nonexistent,no
625,201,2,999,0,nonexistent,no
626,145,1,999,0,nonexistent,no
627,252,1,999,0,nonexistent,no
628,329,1,999,0,nonexistent,no
629,328,2,999,0,nonexistent,no
630,191,2,999,0,nonexistent,no
631,116,2,999,0,nonexistent,no
632,246,1,999,0,nonexistent,no
633,532,2,999,0,nonexistent,no
634,293,1,999,0,nonexistent,no
635,416,3,999,0,nonexistent,no
636,37,2,999,0,nonexistent,no
637,132,2,999,0,nonexistent,no
638,530,2,999,0,nonexistent,no
639,175,3,999,0,nonexistent,no
640,90,5,999,0,nonexistent,no
641,524,2,999,0,nonexistent,no
642,29,3,999,0,nonexistent,no
643,311,2,999,0,nonexistent,no
644,412,1,999,0,nonexistent,no
645,211,2,999,0,nonexistent,no
646,312,3,999,0,nonexistent,no
647,392,1,999,0,nonexistent,no
648,191,1,999,0,nonexistent,no
649,284,2,999,0,nonexistent,no
650,328,1,999,0,nonexistent,no
651,100,1,999,0,nonexistent,no
652,226,1,999,0,nonexistent,no
653,507,1,999,0,nonexistent,no
654,333,2,999,0,nonexistent,no
655,128,2,999,0,nonexistent,no
656,322,2,999,0,nonexistent,no
657,202,4,999,0,nonexistent,no
658,92,2,999,0,nonexistent,no
659,205,2,999,0,nonexistent,no
660,739,3,999,0,nonexistent,no
661,273,2,999,0,nonexistent,no
662,339,3,999,0,nonexistent,no
663,262,1,999,0,nonexistent,no
664,308,3,999,0,nonexistent,no
665,467,2,999,0,nonexistent,no
666,245,2,999,0,nonexistent,no
667,160,3,999,0,nonexistent,no
668,189,2,999,0,nonexistent,no
669,477,1,999,0,nonexistent,no
670,65,3,999,0,nonexistent,no
671,191,1,999,0,nonexistent,no
672,196,2,999,0,nonexistent,no
673,221,2,999,0,nonexistent,no
674,197,2,999,0,nonexistent,no
675,178,2,999,0,nonexistent,no
676,221,2,999,0,nonexistent,no
677,64,2,999,0,nonexistent,no
678,75,2,999,0,nonexistent,no
679,400,2,999,0,nonexistent,no
680,378,3,999,0,nonexistent,no
681,118,2,999,0,nonexistent,no
682,1597,2,999,0,nonexistent,yes
683,346,2,999,0,nonexistent,no
684,107,2,999,0,nonexistent,no
685,60,3,999,0,nonexistent,no
686,276,2,999,0,nonexistent,no
687,176,2,999,0,nonexistent,no
688,390,2,999,0,nonexistent,no
689,251,3,999,0,nonexistent,no
690,716,2,999,0,nonexistent,no
691,189,3,999,0,nonexistent,no
692,125,2,999,0,nonexistent,no
693,234,2,999,0,nonexistent,no
694,79,2,999,0,nonexistent,no
695,13,6,999,0,nonexistent,no
696,296,3,999,0,nonexistent,no
697,114,2,999,0,nonexistent,no
698,283,3,999,0,nonexistent,no
699,109,2,999,0,nonexistent,no
700,132,2,999,0,nonexistent,no
701,144,2,999,0,nonexistent,no
702,121,2,999,0,nonexistent,no
703,95,3,999,0,nonexistent,no
704,31,3,999,0,nonexistent,no
705,112,3,999,0,nonexistent,no
706,161,2,999,0,nonexistent,no
707,87,4,999,0,nonexistent,no
708,593,2,999,0,nonexistent,no
709,99,2,999,0,nonexistent,no
710,198,2,999,0,nonexistent,no
711,285,2,999,0,nonexistent,no
712,190,3,999,0,nonexistent,no
713,172,5,999,0,nonexistent,no
714,178,2,999,0,nonexistent,no
715,174,2,999,0,nonexistent,no
716,631,2,999,0,nonexistent,no
717,152,3,999,0,nonexistent,no
718,176,5,999,0,nonexistent,no
719,32,3,999,0,nonexistent,no
720,1529,2,999,0,nonexistent,no
721,254,2,999,0,nonexistent,no
722,214,2,999,0,nonexistent,no
723,147,3,999,0,nonexistent,no
724,800,4,999,0,nonexistent,no
725,106,2,999,0,nonexistent,no
726,135,2,999,0,nonexistent,no
727,112,4,999,0,nonexistent,no
728,222,2,999,0,nonexistent,no
729,314,3,999,0,nonexistent,no
730,421,2,999,0,nonexistent,no
731,410,2,999,0,nonexistent,no
732,207,3,999,0,nonexistent,no
733,239,2,999,0,nonexistent,no
734,83,4,999,0,nonexistent,no
735,160,3,999,0,nonexistent,no
736,42,3,999,0,nonexistent,no
737,55,2,999,0,nonexistent,no
738,157,2,999,0,nonexistent,no
739,303,3,999,0,nonexistent,no
740,336,3,999,0,nonexistent,no
741,233,2,999,0,nonexistent,no
742,211,2,999,0,nonexistent,no
743,88,5,999,0,nonexistent,no
744,139,2,999,0,nonexistent,no
745,329,3,999,0,nonexistent,no
746,305,2,999,0,nonexistent,no
747,206,2,999,0,nonexistent,no
748,128,2,999,0,nonexistent,no
749,122,3,999,0,nonexistent,no
750,343,3,999,0,nonexistent,no
751,126,2,999,0,nonexistent,no
752,249,3,999,0,nonexistent,no
753,59,3,999,0,nonexistent,no
754,166,3,999,0,nonexistent,no
755,190,3,999,0,nonexistent,no
756,216,2,999,0,nonexistent,no
757,51,3,999,0,nonexistent,no
758,169,3,999,0,nonexistent,no
759,148,3,999,0,nonexistent,no
760,132,3,999,0,nonexistent,no
761,117,3,999,0,nonexistent,no
762,275,4,999,0,nonexistent,no
763,124,2,999,0,nonexistent,no
764,118,3,999,0,nonexistent,no
765,479,2,999,0,nonexistent,no
766,285,3,999,0,nonexistent,no
767,322,2,999,0,nonexistent,no
768,202,2,999,0,nonexistent,no
769,162,2,999,0,nonexistent,no
770,216,3,999,0,nonexistent,no
771,195,2,999,0,nonexistent,no
772,96,2,999,0,nonexistent,no
773,149,2,999,0,nonexistent,no
